nfe,vendedor_id,cliente_id,produto_id,valor_desconto,item_quantidade,valor_unitario,valor_total
SO50225,4.0,451,79,572.7708,60,7122.0,6549.2292
SO50231,4.0,185,79,388.4582000000001,36,5488.0,5099.5418
SO50261,4.0,185,79,44.7784,7,1004.0,959.2216
SO50681,4.0,185,79,190.21,30,3985.0,3794.79
SO50682,4.0,250,79,603.9055000000002,41,5329.0,4725.0945
SO50698,4.0,417,79,243.00159999999997,30,2782.0,2538.9984
SO51722,4.0,473,79,352.9526,39,5263.0,4910.0474
SO51756,4.0,572,79,14.9966,1,167.0,152.0034
SO51761,4.0,565,79,768.4116,68,9374.0,8605.5884
SO51775,4.0,565,79,661.1076,62,7032.0,6370.8924
SO51789,4.0,395,79,625.8274999999999,64,5885.0,5259.172500000001
SO53463,4.0,232,79,154.47379999999998,18,1414.0,1259.5262
SO53475,4.0,189,79,480.15,75,6300.0,5819.85
SO53531,4.0,189,79,557.0092999999999,60,6847.0,6289.9907
SO79091,4.0,586,79,232.5606,30,3063.0,2830.4394
SO79150,4.0,534,79,29.3859,2,317.0,287.6141
SO79483,4.0,227,79,137.1342,18,1769.0,1631.8658
SO86936,4.0,227,79,253.95480000000003,26,4056.0,3802.0452
SO85522,4.0,31,79,188.1502,22,3382.0,3193.8498
SO85549,4.0,31,79,237.46959999999999,31,3076.0,2838.5304
SO85557,4.0,553,79,202.82399999999998,21,2054.0,1851.176
SO86055,4.0,553,79,320.74199999999996,35,4035.0,3714.258
SO87387,4.0,556,79,342.6960000000001,43,4332.0,3989.304
SO84288,4.0,488,79,344.3595,46,5919.0,5574.6404999999995
SO98299,4.0,488,79,366.8974,51,6362.0,5995.1026
SO99091,4.0,470,79,356.2182,30,3063.0,2706.7817999999997
SO99113,4.0,439,79,376.8864,40,5526.0,5149.1136
SO97028,4.0,191,79,312.90719999999993,47,6262.0,5949.0928
SO97034,4.0,191,79,373.2340000000001,45,5876.0,5502.766
SO97355,4.0,416,79,768.8171999999997,82,9809.0,9040.1828
SO43851,4.0,573,79,145.54019999999997,16,1533.0,1387.4598
SO43856,4.0,573,79,18.1829,2,349.0,330.8171
SO43910,4.0,540,79,143.71679999999998,20,2732.0,2588.2832
SO44129,4.0,540,79,290.88180000000006,40,4147.0,3856.1182
SO44317,4.0,540,79,320.62,38,4826.0,4505.38
SO44544,4.0,540,79,138.5685,16,2235.0,2096.4315
SO45074,4.0,163,79,228.7742,38,3956.0,3727.2258
SO45311,4.0,289,79,36.123200000000004,9,544.0,507.8768
SO45557,4.0,289,79,203.8256,21,2054.0,1850.1743999999999
SO46065,4.0,289,79,50.447,6,460.0,409.553
SO46071,4.0,277,79,252.90900000000002,28,2706.0,2453.091
SO46073,4.0,277,79,0.0,1,167.0,167.0
SO46387,4.0,127,79,365.9279999999999,39,5570.0,5204.072
SO46672,4.0,127,79,565.2810000000002,63,8205.0,7639.719
SO46944,4.0,127,79,238.7112,40,3472.0,3233.2888
SO46953,4.0,127,79,326.79569999999995,44,6171.0,5844.2043
SO46972,4.0,445,79,364.35089999999997,43,5457.0,5092.6491
SO47008,4.0,367,79,537.044,64,7754.0,7216.956
SO47351,4.0,188,79,212.51999999999998,26,2920.0,2707.48
SO47353,4.0,188,79,313.226,30,3485.0,3171.774
SO47366,4.0,602,79,536.1664999999999,76,9211.0,8674.8335
SO47369,4.0,272,79,493.644,83,9266.0,8772.356
SO47374,4.0,122,79,287.6575,28,3725.0,3437.3424999999997
SO47435,4.0,122,79,604.9890000000001,70,7560.0,6955.0109999999995
SO47457,4.0,122,79,79.218,11,1630.0,1550.782
SO47684,4.0,122,79,52.3896,10,902.0,849.6104
SO47999,4.0,285,79,379.92420000000004,42,4186.0,3806.0758
SO48002,4.0,285,79,49.035599999999995,11,504.0,454.9644
SO48056,4.0,285,79,395.79750000000007,41,4635.0,4239.2025
SO48293,4.0,285,79,192.69050000000001,23,2663.0,2470.3095
SO48751,4.0,285,79,325.49039999999997,33,4573.0,4247.5096
SO48765,4.0,671,79,65.1948,6,576.0,510.8052
SO48769,4.0,235,79,432.65459999999996,46,5896.0,5463.3454
SO48790,4.0,235,79,20.714399999999998,5,398.0,377.2856
SO49061,4.0,94,79,240.258,21,3482.0,3241.742
SO49078,4.0,94,79,202.5864,22,2751.0,2548.4136
SO49116,4.0,94,79,283.0424,23,3131.0,2847.9576
SO49166,4.0,94,79,223.07400000000004,29,3045.0,2821.926
SO49509,4.0,75,79,775.9127999999997,44,4689.0,3913.0872000000004
SO49888,4.0,42,79,769.1736,64,8356.0,7586.8264
SO50259,4.0,599,79,678.9782999999999,57,7401.0,6722.0217
SO50672,4.0,599,79,800.1945999999998,71,8083.0,7282.8054
SO50709,4.0,19,79,0.0,1,167.0,167.0
SO50759,4.0,146,79,29.9932,2,334.0,304.0068
SO51109,4.0,551,79,679.8945000000001,69,9191.0,8511.1055
SO51120,4.0,424,79,1025.3876,83,10978.0,9952.6124
SO51157,4.0,424,79,635.9807999999999,71,7686.0,7050.0192
SO51711,4.0,592,79,827.3879999999999,71,7602.0,6774.612
SO51721,4.0,592,79,1000.9250999999999,90,9909.0,8908.0749
SO51731,4.0,592,79,371.8979999999999,29,2892.0,2520.102
SO51733,4.0,592,79,464.0688,40,4208.0,3743.9312
SO51791,4.0,291,79,596.3226000000001,53,5978.0,5381.6774
SO51825,4.0,291,79,622.5540000000001,60,6189.0,5566.446
SO51829,4.0,150,79,66.56,7,1024.0,957.44
SO51848,4.0,390,79,270.56,13,1391.0,1120.44
SO51855,4.0,390,79,690.5663999999999,67,9046.0,8355.4336
SO53483,4.0,390,79,479.3985,54,7705.0,7225.6015
SO53512,4.0,390,79,267.3268,43,4502.0,4234.6732
SO53518,4.0,96,79,681.4816000000002,69,9248.0,8566.518399999999
SO53548,4.0,361,79,315.27000000000004,37,3318.0,3002.73
SO79116,4.0,95,79,284.6079,23,3131.0,2846.3921
SO79149,4.0,522,79,581.1981000000001,48,7461.0,6879.8019
SO79465,4.0,202,79,390.67019999999997,39,4602.0,4211.3298
SO86650,4.0,202,79,53.65050000000001,4,705.0,651.3495
SO86651,4.0,479,79,124.79700000000001,11,2447.0,2322.203
SO86655,4.0,55,79,296.94,42,6320.0,6023.06
SO86666,4.0,55,79,643.0774999999999,67,9925.0,9281.9225
SO86996,4.0,73,79,481.88249999999994,46,5391.0,4909.1175
SO86049,4.0,70,79,391.365,49,4800.0,4408.635
SO87441,4.0,70,79,461.6003000000002,51,5479.0,5017.3997
SO87445,4.0,70,79,110.61110000000002,7,961.0,850.3888999999999
SO87457,4.0,497,79,131.21499999999997,11,1630.0,1498.785
SO84491,4.0,497,79,39.0417,4,719.0,679.9583
SO84514,4.0,497,79,174.048,13,1530.0,1355.952
SO84533,4.0,687,79,152.64,28,3375.0,3222.36
SO98036,4.0,687,79,339.9176,50,7532.0,7192.0824
SO98087,4.0,83,79,346.3566,39,4486.0,4139.6434
SO98332,4.0,83,79,317.2684,31,3628.0,3310.7316
SO98363,4.0,467,79,519.6261000000001,59,6579.0,6059.3739
SO99101,4.0,360,79,536.8688,44,4912.0,4375.1312
SO43852,4.0,360,79,14.9966,1,167.0,152.0034
SO43879,4.0,360,79,281.8389000000001,26,3909.0,3627.1611
SO43917,4.0,259,79,146.2525,22,2479.0,2332.7475
SO44090,4.0,259,79,154.6728,21,1712.0,1557.3272
SO44109,4.0,31,79,156.48400000000004,19,2398.0,2241.516
SO44115,4.0,31,79,253.5894,19,2718.0,2464.4106
SO44314,4.0,241,79,317.8161,29,3393.0,3075.1839
SO44484,3.0,187,79,71.9925,5,725.0,653.0074999999999
SO44514,3.0,123,79,78.624,13,1530.0,1451.376
SO44559,3.0,370,79,199.16750000000005,20,2995.0,2795.8325
SO44796,3.0,370,79,94.5139,8,1417.0,1322.4861
SO45316,3.0,297,79,0.0,1,167.0,167.0
SO45336,3.0,297,79,62.1819,12,1563.0,1500.8181
SO45781,3.0,297,79,317.77109999999993,28,4209.0,3891.2289
SO45798,3.0,496,79,324.678,41,4055.0,3730.322
SO45814,3.0,623,79,114.543,9,1170.0,1055.4569999999999
SO46049,3.0,623,79,411.8399999999999,49,4800.0,4388.16
SO46066,3.0,566,79,141.2327,11,1517.0,1375.7673
SO46089,3.0,92,79,150.0777,17,2451.0,2300.9223
SO46386,3.0,173,79,79.6824,8,1071.0,991.3176
SO46621,3.0,554,79,75.26660000000001,14,916.0,840.7334
SO46642,3.0,333,79,348.2474000000001,58,4973.0,4624.7526
SO46664,3.0,572,79,270.513,31,3270.0,2999.487
SO46667,3.0,626,79,215.3736,24,2468.0,2252.6264
SO46671,3.0,578,79,513.0675,52,7125.0,6611.9325
SO46950,3.0,202,79,211.31679999999997,26,3206.0,2994.6832
SO46957,3.0,202,79,694.5834,72,7209.0,6514.4166000000005
SO47009,3.0,150,79,576.834,58,6870.0,6293.166
SO47387,3.0,150,79,330.66240000000016,43,4332.0,4001.3376
SO47411,3.0,360,79,329.747,30,2960.0,2630.253
SO47716,3.0,360,79,510.487,59,8110.0,7599.513
SO47990,3.0,80,79,485.77320000000014,54,7014.0,6528.2267999999995
SO48086,3.0,80,79,22.4949,1,167.0,144.5051
SO48327,3.0,80,79,25.801999999999996,11,1543.0,1517.198
SO48730,3.0,417,79,199.32910000000007,46,2293.0,2093.6709
SO48761,3.0,593,79,321.06489999999997,44,5783.0,5461.9351
SO48778,3.0,179,79,505.8176,58,6152.0,5646.1824
SO49108,3.0,302,79,20.8046,3,493.0,472.1954
SO49115,3.0,302,79,229.37599999999998,21,2410.0,2180.624
SO49483,3.0,444,79,90.09140000000001,18,1769.0,1678.9086
SO49523,3.0,444,79,370.912,40,5086.0,4715.088
SO50289,3.0,653,79,841.9464,57,8362.0,7520.0536
SO50313,3.0,689,79,850.9245,58,7021.0,6170.0755
SO50314,3.0,284,79,297.22139999999996,40,4492.0,4194.7786
SO50715,3.0,48,79,13.3551,7,631.0,617.6449
SO51134,3.0,48,79,173.1134,11,1999.0,1825.8866
SO51148,3.0,186,79,445.65039999999993,54,6842.0,6396.3496000000005
SO51159,3.0,32,79,42.12,3,432.0,389.88
SO51704,3.0,496,79,610.54,65,7375.0,6764.46
SO51718,3.0,289,79,269.8974,30,3477.0,3207.1026
SO51739,3.0,289,79,991.3883999999999,86,11436.0,10444.6116
SO51751,3.0,464,79,870.3240000000001,85,9658.0,8787.676
SO51752,3.0,298,79,691.6394,56,6626.0,5934.3606
SO51793,3.0,214,79,801.3096,64,6138.0,5336.6903999999995
SO51838,3.0,462,79,417.15030000000013,41,4231.0,3813.8496999999998
SO53459,3.0,462,79,563.4486,67,6411.0,5847.5514
SO53502,3.0,336,79,461.242,65,7010.0,6548.758
SO53526,3.0,214,79,387.1412000000001,39,4657.0,4269.8588
SO53541,3.0,383,79,556.7057,70,6269.0,5712.2943
SO79108,3.0,229,79,73.457,3,493.0,419.543
SO86967,3.0,306,79,406.37350000000004,61,7297.0,6890.6265
SO86985,3.0,484,79,207.72720000000004,25,2184.0,1976.2728
SO86054,3.0,255,79,98.09479999999999,9,1931.0,1832.9052
SO86059,3.0,60,79,261.9375,23,2875.0,2613.0625
SO84515,3.0,103,79,106.8382,9,989.0,882.1618
SO84521,3.0,103,79,311.76959999999997,30,4116.0,3804.2304
SO84522,3.0,582,79,233.1675,24,3465.0,3231.8325
SO98033,3.0,582,79,412.6584,63,6306.0,5893.3416
SO98075,3.0,465,79,152.9388,18,1842.0,1689.0612
SO98347,3.0,169,79,458.34719999999993,60,7314.0,6855.6528
SO98370,3.0,324,79,237.28650000000005,29,3415.0,3177.7135
SO98392,3.0,324,79,527.4165,62,8535.0,8007.5835
SO98730,3.0,98,79,239.4405,46,2293.0,2053.5595
SO97055,3.0,552,79,495.31200000000007,49,7710.0,7214.688
SO117683,3.0,224,79,332.3592,38,4679.0,4346.6408
SO43694,3.0,224,79,137.5419,15,2233.0,2095.4581
SO44747,3.0,276,79,68.9,11,1175.0,1106.1
SO45039,3.0,115,79,207.5268,27,2412.0,2204.4732
SO45274,3.0,584,79,105.6528,11,1851.0,1745.3472
SO45558,3.0,64,79,14.9572,3,613.0,598.0427999999999
SO45808,3.0,64,79,45.9428,5,662.0,616.0572
SO46028,3.0,64,79,347.62729999999993,35,3847.0,3499.3727
SO46058,3.0,91,79,337.9769999999999,34,3968.0,3630.023
SO46100,3.0,604,79,260.48999999999995,43,3370.0,3109.51
SO46607,3.0,109,79,473.55,56,6015.0,5541.45
SO46608,3.0,298,79,543.4494000000001,59,8786.0,8242.5506
SO46620,3.0,298,79,576.2952999999999,60,7243.0,6666.7047
SO46949,3.0,663,79,49.062,9,662.0,612.938
SO47041,3.0,47,79,503.1516,59,7978.0,7474.8484
SO47368,3.0,47,79,163.87200000000004,26,2964.0,2800.128
SO47394,3.0,609,79,382.17549999999994,39,5597.0,5214.8245
SO47416,3.0,195,79,589.9991999999999,65,7577.0,6987.0008
SO47422,3.0,134,79,622.5799999999999,73,7694.0,7071.42
SO47434,3.0,412,79,274.5236,46,4489.0,4214.4764
SO47662,3.0,412,79,481.4700000000001,54,6695.0,6213.53
SO47970,3.0,412,79,298.6974,32,4479.0,4180.3026
SO47973,3.0,412,79,356.30690000000004,48,7579.0,7222.6931
SO47991,3.0,500,79,181.6146,24,3564.0,3382.3854
SO48010,3.0,500,79,490.5295,60,6589.0,6098.4705
SO48031,3.0,500,79,342.8968000000001,44,4708.0,4365.1032
SO48033,3.0,511,79,459.36,63,6306.0,5846.64
SO48347,3.0,38,79,465.87480000000016,60,7314.0,6848.1251999999995
SO48350,3.0,38,79,209.26080000000002,28,3432.0,3222.7392
SO48772,3.0,620,79,54.557500000000005,6,785.0,730.4425
SO49090,3.0,348,79,271.952,31,3245.0,2973.048
SO49149,3.0,643,79,516.7101,48,7461.0,6944.2899
SO49505,3.0,441,79,0.0,1,167.0,167.0
SO49879,3.0,305,79,776.9112,61,7176.0,6399.0887999999995
SO50193,3.0,305,79,58.7454,4,591.0,532.2546
SO50270,3.0,305,79,342.654,32,3370.0,3027.346
SO50311,3.0,539,79,546.5568000000001,53,5886.0,5339.4432
SO50688,3.0,92,79,583.0331999999999,60,6294.0,5710.9668
SO50713,3.0,475,79,53.1696,3,418.0,364.8304
SO50728,3.0,507,79,451.6298999999999,38,4149.0,3697.3701
SO50754,3.0,211,79,67.32759999999999,10,824.0,756.6724
SO51104,3.0,211,79,880.8855,63,8043.0,7162.1145
SO51138,3.0,447,79,159.20080000000002,27,3026.0,2866.7992
SO51146,1.0,54,79,248.9233,29,4169.0,3920.0767
SO51153,1.0,22,79,447.175,41,5320.0,4872.825
SO51160,1.0,22,79,1179.6084,83,11439.0,10259.391599999999
SO51748,1.0,615,79,1056.6096000000002,78,9474.0,8417.3904
SO51808,1.0,575,79,82.04459999999999,6,532.0,449.9554
SO53458,1.0,501,79,668.1922000000001,77,7748.0,7079.8078
SO53505,1.0,131,79,703.3312000000001,59,7694.0,6990.6687999999995
SO79125,1.0,623,79,306.48479999999995,28,3512.0,3205.5152
SO86664,1.0,351,79,237.23099999999997,31,3270.0,3032.7690000000002
SO86672,1.0,174,79,706.161,63,8205.0,7498.839
SO86949,1.0,174,79,90.428,9,662.0,571.572
SO85316,1.0,174,79,22.4949,1,167.0,144.5051
SO85558,1.0,473,79,29.0562,3,613.0,583.9438
SO85792,1.0,380,79,99.52179999999998,10,2122.0,2022.4782
SO86048,1.0,78,79,70.9416,10,1266.0,1195.0584
SO86058,1.0,186,79,219.1328,34,3968.0,3748.8672
SO84306,1.0,536,79,248.738,24,2960.0,2711.262
SO84493,1.0,202,79,117.8303,11,1061.0,943.1697
SO84508,1.0,619,79,24.387999999999998,6,520.0,495.612
SO84528,1.0,430,79,86.48000000000002,22,1550.0,1463.52
SO84561,1.0,430,79,157.4573,12,1423.0,1265.5427
SO98049,1.0,340,79,313.51079999999996,41,5271.0,4957.4892
SO98306,1.0,348,79,611.2622,67,7012.0,6400.7378
SO98317,1.0,101,79,363.22920000000005,41,4971.0,4607.7708
SO98359,1.0,460,79,497.0389999999998,59,6830.0,6332.961
SO97368,1.0,100,79,179.23499999999999,26,2964.0,2784.765
SO117684,1.0,178,79,63.5408,10,902.0,838.4592
SO43846,1.0,178,79,57.882000000000005,6,510.0,452.118
SO43905,1.0,370,79,108.4656,11,1532.0,1423.5344
SO44284,1.0,455,79,176.1535,22,2405.0,2228.8465
SO44528,1.0,61,79,83.95000000000002,22,1550.0,1466.05
SO44551,1.0,429,79,153.15119999999996,23,2268.0,2114.8488
SO44567,1.0,230,79,119.6848,20,1432.0,1312.3152
SO45045,1.0,289,79,73.272,10,765.0,691.728
SO45520,1.0,289,79,341.6314,30,4148.0,3806.3686
SO45815,1.0,289,79,120.18539999999999,18,1998.0,1877.8146
SO46041,1.0,542,79,115.619,10,1012.0,896.381
SO46098,1.0,305,79,130.5272,16,1654.0,1523.4728
SO46330,1.0,482,79,187.0054,25,2138.0,1950.9946
SO46630,1.0,492,79,371.93599999999986,49,5554.0,5182.064
SO46650,1.0,331,79,39.198,4,705.0,665.802
SO46668,1.0,26,79,658.6677,61,8823.0,8164.3323
SO46980,1.0,26,79,419.9735000000001,47,5381.0,4961.0265
SO47004,1.0,517,79,500.0775,63,7797.0,7296.9225
SO47027,1.0,220,79,563.9913,76,8193.0,7629.0087
SO47032,1.0,560,79,119.9,16,2030.0,1910.1
SO47355,1.0,686,79,811.1673000000001,82,9809.0,8997.832699999999
SO47386,1.0,686,79,124.5332,10,1676.0,1551.4668
SO47440,1.0,59,79,151.88780000000003,16,2326.0,2174.1122
SO47715,1.0,171,79,97.6045,12,2321.0,2223.3955
SO47726,1.0,361,79,245.71959999999999,35,4837.0,4591.2804
SO47980,1.0,361,79,321.7726,37,5267.0,4945.2274
SO47988,1.0,361,79,523.3190000000001,57,8129.0,7605.681
SO48049,1.0,639,79,340.3995,41,5271.0,4930.6005000000005
SO48068,1.0,639,79,56.337099999999985,7,1129.0,1072.6629
SO48299,1.0,627,79,490.12479999999994,51,6362.0,5871.8752
SO48343,1.0,431,79,31.8318,3,429.0,397.1682
SO48359,1.0,345,79,442.929,59,6830.0,6387.071
SO48363,1.0,345,79,553.3395,59,6579.0,6025.6605
SO49101,1.0,65,79,397.4152000000001,44,4912.0,4514.5848
SO49510,1.0,65,79,468.6052000000001,37,5287.0,4818.3948
SO49833,1.0,66,79,428.0344999999998,59,5305.0,4876.9655
SO49837,1.0,285,79,449.652,45,4815.0,4365.348
SO49864,1.0,43,79,489.7326,48,6259.0,5769.2674
SO49882,1.0,407,79,0.0,1,167.0,167.0
SO50200,1.0,300,79,76.92999999999998,10,1570.0,1493.07
SO50730,1.0,300,79,27.8712,4,242.0,214.1288
SO50748,1.0,421,79,390.3487999999999,62,6274.0,5883.6512
SO51113,1.0,611,79,271.3865,21,2765.0,2493.6135
SO51715,1.0,467,79,320.08760000000007,35,4366.0,4045.9124
SO51762,1.0,467,79,513.7672000000001,36,4582.0,4068.2327999999998
SO53454,1.0,535,79,625.7944,60,9259.0,8633.2056
SO53455,1.0,538,79,583.4528,42,5378.0,4794.5472
SO53465,1.0,538,79,1127.7760000000003,89,9494.0,8366.224
SO53485,1.0,341,79,744.9585,73,9369.0,8624.0415
SO53498,1.0,551,79,65.429,5,719.0,653.571
SO53500,1.0,551,79,324.9,36,4050.0,3725.1
SO53523,1.0,386,79,246.9756,27,3639.0,3392.0244000000002
SO53534,1.0,649,79,321.7606,33,3904.0,3582.2394
SO79061,1.0,649,79,326.61159999999995,21,3482.0,3155.3884
SO79089,1.0,649,79,47.043600000000005,3,394.0,346.9564
SO86969,1.0,649,79,309.111,48,4223.0,3913.889
SO85318,1.0,548,79,233.68599999999998,27,2710.0,2476.314
SO85321,1.0,254,79,94.89739999999999,19,1321.0,1226.1026
SO85780,1.0,549,79,148.5666,20,2421.0,2272.4334
SO85797,1.0,305,79,248.9304,30,3728.0,3479.0696
SO86065,1.0,630,79,30.5,6,460.0,429.5
SO87396,1.0,457,79,159.099,13,1758.0,1598.901
